DATAFLOW,LAST UPDATE,freq,currency,prod_veg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2013,19.98,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2014,17.20,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2015,18.09,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2016,16.50,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2017,15.00,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2018,15.65,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2019,18.00,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2020,18.00,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2021,20.52,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2022,35.00,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Portugal,2023,33.25,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2000,9.25,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2001,8.78,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2002,6.63,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2003,8.89,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2005,12.98,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2006,12.76,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2007,22.79,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2008,27.70,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2009,16.51,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2010,18.99,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2011,26.66,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2012,27.13,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2013,25.35,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2014,21.60,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2015,20.47,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2016,19.82,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2017,19.48,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2018,18.69,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2019,21.07,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2020,21.91,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2021,23.16,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2022,29.20,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Romania,2023,25.27,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2000,10.42,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2001,10.77,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2002,10.23,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2003,8.42,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2004,8.33,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2005,8.89,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2006,11.00,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2007,15.90,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2008,11.86,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2009,7.25,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2010,11.43,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2011,15.28,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2012,16.66,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2013,14.45,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2014,12.73,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2015,11.70,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2016,11.61,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2017,10.80,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2018,17.59,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2019,11.66,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2020,11.76,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2021,15.28,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2022,23.69,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Sweden,2023,19.73,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovenia,2000,13.81,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovenia,2001,15.41,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovenia,2002,15.67,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovenia,2003,16.15,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovenia,2004,12.31,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovenia,2005,12.13,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovenia,2006,12.78,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovenia,2007,17.61,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovenia,2014,,z
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovenia,2015,,z
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2000,8.10,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2001,9.45,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2002,9.88,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2003,9.16,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2004,9.27,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2005,8.47,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2006,9.70,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2007,14.89,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2008,14.46,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2009,12.25,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2010,12.37,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2011,16.98,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2012,17.6,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2013,18.42,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2014,17.49,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2015,17.24,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2016,18.42,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2017,16.27,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2018,17.78,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2019,18.20,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2020,18.40,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2021,20.01,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2022,24.24,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,Slovakia,2023,21.97,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2000,10.98,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2001,10.85,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2002,9.54,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2003,8.44,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2004,9.15,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2005,9.77,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2006,11.21,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2007,15.72,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2008,12.95,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2009,10.33,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2010,11.75,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2011,19.89,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2012,23.38,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2013,16.79,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2014,13.6,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2015,14.84,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2016,13.86,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2017,14.79,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2018,16.36,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Oats - prices per 100 kg,United Kingdom,2019,17.75,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Austria,2014,,z
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Austria,2015,,z
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Belgium,2014,,z
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Belgium,2015,,z
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2000,21.93,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2001,24.85,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2002,18.33,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2003,19.14,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2004,17.60,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2005,17.21,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2006,18.61,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2007,20.07,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2008,27.11,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2009,30.65,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2010,26.51,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2011,24.98,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2012,25.26,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2013,28.22,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2014,36.69,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2015,33.57,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2016,30.91,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2017,24.03,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2018,26.44,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2019,30.30,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2020,34.81,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2021,34.27,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2022,41.67,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Bulgaria,2023,61.12,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Czechia,2012,,z
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Czechia,2013,,z
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Czechia,2014,,z
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Czechia,2015,,z
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2000,22.64,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2001,24.00,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2002,25.75,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2003,24.74,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2004,21.85,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2005,15.33,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2006,16.24,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2007,17.48,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2008,20.03,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2009,21.35,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2010,21.39,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2011,22.68,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2012,22.41,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2013,23.91,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2014,22.84,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2015,22.93,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2016,22.60,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2017,21.98,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2018,23.03,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2019,24.53,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2020,25.06,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2021,26.31,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2022,30.62,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Greece,2023,32.51,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2000,27.44,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2001,27.90,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2002,27.51,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2003,27.48,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2004,20.79,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2005,19.14,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2006,21.82,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2007,27.14,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2008,37.02,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2009,30.13,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2010,25.73,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2011,27.61,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2012,27.66,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2013,27.51,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2014,27.46,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2015,27.68,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2016,30.08,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2017,29.01,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2018,29.19,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2019,30.51,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2020,31.70,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2021,37.88,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2022,47.26,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,Spain,2023,52.07,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,France,2000,26.45,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,France,2001,25.80,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,France,2002,23.79,
ESTAT:APRI_AP_CRPOUTA(1.0),03/12/24 11:00:00,Annual,Euro,Rice - prices per 100 kg,France,2003,20.56,
